Startzeit;Endzeit;PM10;PM2.5;Ozon;CO;NO2;NO
"02.01.2020 00:00";"03.01.2020 00:00";17.46;17.42;23.51;;42.05;52.41
"03.01.2020 00:00";"04.01.2020 00:00";10.88;8.43;33.92;;44.41;35.19
"04.01.2020 00:00";"05.01.2020 00:00";5.93;4.78;34.75;;22.24;7.31
"05.01.2020 00:00";"06.01.2020 00:00";9.94;8.30;31.14;;31.87;9.25
"06.01.2020 00:00";"07.01.2020 00:00";14.15;11.00;33.10;;54.42;48.00
"07.01.2020 00:00";"08.01.2020 00:00";10.47;8.20;36.56;;46.65;23.44
"08.01.2020 00:00";"09.01.2020 00:00";17.48;10.19;38.30;;64.53;59.71
"09.01.2020 00:00";"10.01.2020 00:00";16.27;7.68;45.23;;72.28;56.35
"10.01.2020 00:00";"11.01.2020 00:00";9.33;5.29;42.63;;36.07;20.06
"11.01.2020 00:00";"12.01.2020 00:00";9.07;7.84;32.03;;27.96;11.18
"12.01.2020 00:00";"13.01.2020 00:00";13.86;11.73;28.89;;38.15;16.93
"13.01.2020 00:00";"14.01.2020 00:00";13.61;8.44;39.78;;63.12;49.44
"14.01.2020 00:00";"15.01.2020 00:00";11.27;6.77;43.10;;63.99;46.94
"15.01.2020 00:00";"16.01.2020 00:00";10.66;6.50;45.78;;55.66;43.03
"16.01.2020 00:00";"17.01.2020 00:00";11.92;7.30;44.49;;61.60;36.40
"17.01.2020 00:00";"18.01.2020 00:00";12.09;7.18;43.72;;52.13;27.43
"18.01.2020 00:00";"19.01.2020 00:00";6.77;5.11;37.05;;21.63;6.93
"19.01.2020 00:00";"20.01.2020 00:00";9.75;7.92;35.12;;20.78;8.48
"20.01.2020 00:00";"21.01.2020 00:00";16.30;10.56;36.47;;42.18;23.36
"21.01.2020 00:00";"22.01.2020 00:00";21.01;18.53;29.97;;38.71;24.96
"22.01.2020 00:00";"23.01.2020 00:00";25.17;23.29;27.86;;47.68;36.80
"23.01.2020 00:00";"24.01.2020 00:00";18.86;17.54;26.11;;45.70;30.56
"24.01.2020 00:00";"25.01.2020 00:00";27.06;20.21;43.25;;79.61;153.79
"25.01.2020 00:00";"26.01.2020 00:00";22.71;16.67;33.28;;56.63;43.99
"26.01.2020 00:00";"27.01.2020 00:00";22.91;13.94;31.38;;47.33;24.59
"27.01.2020 00:00";"28.01.2020 00:00";17.31;9.59;39.27;;37.80;25.18
"28.01.2020 00:00";"29.01.2020 00:00";6.30;4.11;42.12;;20.35;8.51
"29.01.2020 00:00";"30.01.2020 00:00";4.80;3.46;42.63;;23.15;10.48
"30.01.2020 00:00";"31.01.2020 00:00";8.53;4.73;42.35;;35.01;16.34
"31.01.2020 00:00";"01.02.2020 00:00";6.64;4.01;35.89;;27.44;12.36
"01.02.2020 00:00";"02.02.2020 00:00";5.98;4.19;35.18;;17.94;7.78
"02.02.2020 00:00";"03.02.2020 00:00";4.29;3.09;35.75;;8.51;3.26
"03.02.2020 00:00";"04.02.2020 00:00";17.61;7.81;33.38;;19.19;8.96
"04.02.2020 00:00";"05.02.2020 00:00";13.16;6.04;42.85;;29.74;16.38
"05.02.2020 00:00";"06.02.2020 00:00";8.64;6.12;40.17;;33.73;13.52
"06.02.2020 00:00";"07.02.2020 00:00";13.51;8.06;38.54;;52.19;25.58
"07.02.2020 00:00";"08.02.2020 00:00";16.42;11.04;39.59;;61.16;38.04
"08.02.2020 00:00";"09.02.2020 00:00";13.25;9.25;42.13;;59.92;28.37
"09.02.2020 00:00";"10.02.2020 00:00";8.64;5.70;45.55;;36.56;12.45
"10.02.2020 00:00";"11.02.2020 00:00";8.80;4.95;42.33;;18.25;8.51
"11.02.2020 00:00";"12.02.2020 00:00";6.41;4.44;43.19;;18.88;9.40
"12.02.2020 00:00";"13.02.2020 00:00";6.94;4.17;42.93;;21.76;10.91
"13.02.2020 00:00";"14.02.2020 00:00";8.27;4.34;45.38;;36.45;17.45
"14.02.2020 00:00";"15.02.2020 00:00";6.26;4.36;42.11;;30.68;11.58
"15.02.2020 00:00";"16.02.2020 00:00";9.45;7.24;33.28;;40.91;15.03
"16.02.2020 00:00";"17.02.2020 00:00";7.87;5.11;39.90;;44.30;15.13
"17.02.2020 00:00";"18.02.2020 00:00";6.95;4.21;43.49;;23.10;9.60
"18.02.2020 00:00";"19.02.2020 00:00";7.22;4.25;41.74;;27.43;11.10
"19.02.2020 00:00";"20.02.2020 00:00";6.36;3.94;42.39;;22.54;10.75
"20.02.2020 00:00";"21.02.2020 00:00";7.60;4.48;44.63;;34.79;16.33
"21.02.2020 00:00";"22.02.2020 00:00";7.53;4.79;43.49;;29.18;12.47
"22.02.2020 00:00";"23.02.2020 00:00";7.91;5.34;40.71;;33.91;13.10
"23.02.2020 00:00";"24.02.2020 00:00";6.15;4.00;40.68;;12.40;4.13
"24.02.2020 00:00";"25.02.2020 00:00";7.30;4.37;38.08;;26.05;14.74
"25.02.2020 00:00";"26.02.2020 00:00";7.54;4.53;42.66;;23.52;12.28
"26.02.2020 00:00";"27.02.2020 00:00";5.66;3.65;45.19;;22.67;10.50
"27.02.2020 00:00";"28.02.2020 00:00";6.94;4.04;46.21;;25.97;11.38
"28.02.2020 00:00";"29.02.2020 00:00";8.75;5.88;46.36;;32.90;13.99
"29.02.2020 00:00";"01.03.2020 00:00";15.10;8.66;;;;
"01.03.2020 00:00";"02.03.2020 00:00";4.82;3.39;45.13;;14.94;4.84
"02.03.2020 00:00";"03.03.2020 00:00";7.22;4.21;42.63;;35.95;18.08
"03.03.2020 00:00";"04.03.2020 00:00";7.31;4.84;43.35;;30.21;11.44
"04.03.2020 00:00";"05.03.2020 00:00";9.31;6.13;45.38;;33.44;12.72
"05.03.2020 00:00";"06.03.2020 00:00";7.86;5.80;44.55;;42.82;16.32
"06.03.2020 00:00";"07.03.2020 00:00";5.39;3.64;45.48;;19.79;9.50
"07.03.2020 00:00";"08.03.2020 00:00";9.15;7.99;43.33;;26.76;7.21
"08.03.2020 00:00";"09.03.2020 00:00";8.95;6.72;43.00;;30.49;6.60
"09.03.2020 00:00";"10.03.2020 00:00";5.62;4.16;43.89;;26.64;11.11
"10.03.2020 00:00";"11.03.2020 00:00";4.82;3.23;41.65;;22.42;7.84
"11.03.2020 00:00";"12.03.2020 00:00";6.09;3.41;32.80;;17.55;9.60
"12.03.2020 00:00";"13.03.2020 00:00";9.27;4.98;36.33;;26.37;12.70
"13.03.2020 00:00";"14.03.2020 00:00";8.21;5.36;43.39;;25.94;9.89
"14.03.2020 00:00";"15.03.2020 00:00";9.19;6.95;38.22;;26.20;7.57
"15.03.2020 00:00";"16.03.2020 00:00";9.04;7.17;39.26;;27.87;5.31
"16.03.2020 00:00";"17.03.2020 00:00";14.71;10.09;43.88;;45.39;23.49
"17.03.2020 00:00";"18.03.2020 00:00";18.95;13.07;44.06;;42.77;17.47
"18.03.2020 00:00";"19.03.2020 00:00";19.35;13.91;43.10;;40.34;19.77
"19.03.2020 00:00";"20.03.2020 00:00";23.47;16.45;45.51;;43.17;15.71
"20.03.2020 00:00";"21.03.2020 00:00";24.96;16.05;47.93;;37.82;14.99
"21.03.2020 00:00";"22.03.2020 00:00";10.65;9.22;28.57;;15.00;5.81
"22.03.2020 00:00";"23.03.2020 00:00";9.06;7.68;32.02;;8.13;2.39
"23.03.2020 00:00";"24.03.2020 00:00";12.01;7.90;42.33;;18.93;10.52
"24.03.2020 00:00";"25.03.2020 00:00";17.77;12.72;43.69;;28.36;12.71
"25.03.2020 00:00";"26.03.2020 00:00";23.74;17.87;46.52;;29.43;12.22
"26.03.2020 00:00";"27.03.2020 00:00";24.19;17.90;40.24;;35.38;15.62
"27.03.2020 00:00";"28.03.2020 00:00";29.18;21.73;39.77;;40.39;13.23
"28.03.2020 00:00";"29.03.2020 00:00";42.29;26.85;42.49;;34.11;7.69
"29.03.2020 00:00";"30.03.2020 00:00";26.85;20.02;39.62;;21.52;2.96
"30.03.2020 00:00";"31.03.2020 00:00";14.29;8.40;42.38;;38.16;23.47
"31.03.2020 00:00";"01.04.2020 00:00";17.36;10.23;47.08;;40.39;18.56
"01.04.2020 00:00";"02.04.2020 00:00";21.04;13.17;47.85;;34.73;12.09
"02.04.2020 00:00";"03.04.2020 00:00";29.83;18.61;53.74;;48.40;21.94
"03.04.2020 00:00";"04.04.2020 00:00";27.12;17.33;56.16;;34.19;8.06
"04.04.2020 00:00";"05.04.2020 00:00";21.04;16.01;48.42;;29.38;6.34
"05.04.2020 00:00";"06.04.2020 00:00";17.03;14.32;47.42;;25.25;3.21
"06.04.2020 00:00";"07.04.2020 00:00";28.76;13.53;54.84;;40.91;15.90
"07.04.2020 00:00";"08.04.2020 00:00";34.73;15.14;60.83;;48.58;19.55
"08.04.2020 00:00";"09.04.2020 00:00";32.43;14.90;60.64;;43.50;15.43
"09.04.2020 00:00";"10.04.2020 00:00";33.13;17.20;62.04;;41.74;11.92
"10.04.2020 00:00";"11.04.2020 00:00";23.46;15.02;54.90;;22.64;2.51
"11.04.2020 00:00";"12.04.2020 00:00";21.92;13.93;54.72;;28.18;5.82
"12.04.2020 00:00";"13.04.2020 00:00";17.33;12.42;52.13;;21.69;2.37
"13.04.2020 00:00";"14.04.2020 00:00";14.13;10.17;51.51;;11.68;1.97
"14.04.2020 00:00";"15.04.2020 00:00";22.54;9.33;44.92;;20.80;12.30
"15.04.2020 00:00";"16.04.2020 00:00";19.62;10.38;47.31;;34.70;12.30
"16.04.2020 00:00";"17.04.2020 00:00";22.94;11.38;52.28;;40.49;16.17
"17.04.2020 00:00";"18.04.2020 00:00";26.37;11.15;55.62;;32.71;10.97
"18.04.2020 00:00";"19.04.2020 00:00";18.29;9.43;51.20;;20.31;3.84
"19.04.2020 00:00";"20.04.2020 00:00";11.12;6.82;42.43;;15.07;3.36
"20.04.2020 00:00";"21.04.2020 00:00";22.83;11.09;44.69;;27.32;11.78
"21.04.2020 00:00";"22.04.2020 00:00";25.87;10.64;48.27;;31.34;13.40
"22.04.2020 00:00";"23.04.2020 00:00";23.63;10.00;51.04;;30.22;9.88
"23.04.2020 00:00";"24.04.2020 00:00";25.08;11.67;54.70;;36.62;9.82
"24.04.2020 00:00";"25.04.2020 00:00";20.58;10.67;62.70;;36.46;12.16
"25.04.2020 00:00";"26.04.2020 00:00";16.18;10.36;52.53;;22.54;3.37
"26.04.2020 00:00";"27.04.2020 00:00";12.78;8.99;48.07;;14.62;2.37
"27.04.2020 00:00";"28.04.2020 00:00";13.35;7.36;49.57;;28.60;9.61
"28.04.2020 00:00";"29.04.2020 00:00";10.07;5.96;42.37;;25.66;8.16
"29.04.2020 00:00";"30.04.2020 00:00";8.03;3.91;43.79;;20.72;6.46
"30.04.2020 00:00";"01.05.2020 00:00";8.93;4.12;37.47;;28.57;9.83
"01.05.2020 00:00";"02.05.2020 00:00";11.52;4.64;38.76;;21.48;7.27
"02.05.2020 00:00";"03.05.2020 00:00";5.68;3.65;38.23;;13.69;3.78
"03.05.2020 00:00";"04.05.2020 00:00";7.01;4.96;37.59;;14.45;2.71
"04.05.2020 00:00";"05.05.2020 00:00";11.74;4.95;43.29;;26.94;10.01
"05.05.2020 00:00";"06.05.2020 00:00";14.74;9.13;30.78;;30.75;20.01
"06.05.2020 00:00";"07.05.2020 00:00";25.60;12.16;42.00;;28.07;12.30
"07.05.2020 00:00";"08.05.2020 00:00";18.72;9.01;49.03;;34.61;13.50
"08.05.2020 00:00";"09.05.2020 00:00";25.30;10.67;55.23;;37.75;15.99
"09.05.2020 00:00";"10.05.2020 00:00";16.03;10.33;52.08;;20.23;4.23
"10.05.2020 00:00";"11.05.2020 00:00";10.81;7.58;43.23;;15.12;3.11
"11.05.2020 00:00";"12.05.2020 00:00";11.67;5.82;39.63;;33.29;15.99
"12.05.2020 00:00";"13.05.2020 00:00";16.63;7.61;35.41;;29.64;20.01
"13.05.2020 00:00";"14.05.2020 00:00";19.74;12.59;26.09;;33.91;28.41
"14.05.2020 00:00";"15.05.2020 00:00";17.91;9.65;38.17;;39.52;24.63
"15.05.2020 00:00";"16.05.2020 00:00";20.74;12.84;37.45;;38.19;24.02
"16.05.2020 00:00";"17.05.2020 00:00";15.66;12.27;34.86;;21.01;7.11
"17.05.2020 00:00";"18.05.2020 00:00";12.45;9.54;50.07;;17.83;2.94
"18.05.2020 00:00";"19.05.2020 00:00";16.84;10.16;58.25;;32.14;10.03
"19.05.2020 00:00";"20.05.2020 00:00";19.25;9.63;61.73;;35.69;12.05
"20.05.2020 00:00";"21.05.2020 00:00";18.21;7.46;49.02;;29.90;10.81
"21.05.2020 00:00";"22.05.2020 00:00";10.62;7.72;46.20;;16.01;3.34
"22.05.2020 00:00";"23.05.2020 00:00";13.83;7.94;50.04;;30.81;10.49
"23.05.2020 00:00";"24.05.2020 00:00";10.93;7.14;42.30;;17.32;5.27
"24.05.2020 00:00";"25.05.2020 00:00";6.62;4.43;40.68;;10.42;3.19
"25.05.2020 00:00";"26.05.2020 00:00";10.98;6.19;42.02;;27.20;14.29
"26.05.2020 00:00";"27.05.2020 00:00";17.85;7.97;47.27;;31.11;14.33
"27.05.2020 00:00";"28.05.2020 00:00";15.22;7.34;46.74;;29.76;14.64
"28.05.2020 00:00";"29.05.2020 00:00";16.13;8.82;54.27;;34.37;13.22
"29.05.2020 00:00";"30.05.2020 00:00";15.68;7.14;47.91;;26.55;13.28
"30.05.2020 00:00";"31.05.2020 00:00";10.31;7.33;42.93;;18.36;6.35
"31.05.2020 00:00";"01.06.2020 00:00";9.49;6.69;42.56;;16.00;3.90
"01.06.2020 00:00";"02.06.2020 00:00";9.20;6.06;46.04;;13.69;2.21
"02.06.2020 00:00";"03.06.2020 00:00";17.77;8.49;53.85;;31.48;12.52
"03.06.2020 00:00";"04.06.2020 00:00";16.51;8.16;56.69;;32.89;12.25
"04.06.2020 00:00";"05.06.2020 00:00";7.53;5.28;47.69;;25.49;6.40
"05.06.2020 00:00";"06.06.2020 00:00";8.39;4.99;40.68;;23.77;11.02
"06.06.2020 00:00";"07.06.2020 00:00";5.94;3.69;26.34;;13.60;7.22
"07.06.2020 00:00";"08.06.2020 00:00";4.87;3.44;25.33;;12.55;4.06
"08.06.2020 00:00";"09.06.2020 00:00";13.88;5.51;35.77;;28.03;16.50
"09.06.2020 00:00";"10.06.2020 00:00";16.39;8.05;37.01;;35.24;23.13
"10.06.2020 00:00";"11.06.2020 00:00";11.91;8.68;35.81;;31.13;14.58
"11.06.2020 00:00";"12.06.2020 00:00";15.54;8.51;37.38;;30.93;17.01
"12.06.2020 00:00";"13.06.2020 00:00";13.94;6.24;42.22;;24.44;12.02
"13.06.2020 00:00";"14.06.2020 00:00";9.15;5.77;45.99;;17.30;5.96
"14.06.2020 00:00";"15.06.2020 00:00";5.00;3.53;34.37;;9.20;2.50
"15.06.2020 00:00";"16.06.2020 00:00";10.94;5.99;37.70;;24.61;11.04
"16.06.2020 00:00";"17.06.2020 00:00";18.01;7.25;37.56;;25.53;11.25
"17.06.2020 00:00";"18.06.2020 00:00";14.20;7.20;36.56;;23.09;9.41
"18.06.2020 00:00";"19.06.2020 00:00";11.67;4.80;37.71;;26.32;14.51
"19.06.2020 00:00";"20.06.2020 00:00";5.98;3.84;33.49;;23.96;7.56
"20.06.2020 00:00";"21.06.2020 00:00";7.30;4.67;35.48;;19.22;6.43
"21.06.2020 00:00";"22.06.2020 00:00";7.53;5.33;37.87;;12.26;2.44
"22.06.2020 00:00";"23.06.2020 00:00";10.84;6.09;38.43;;24.37;9.38
"23.06.2020 00:00";"24.06.2020 00:00";16.63;8.41;47.13;;32.69;15.29
"24.06.2020 00:00";"25.06.2020 00:00";20.03;10.32;57.80;;38.89;17.29
"25.06.2020 00:00";"26.06.2020 00:00";16.88;9.48;56.94;;31.06;9.80
"26.06.2020 00:00";"27.06.2020 00:00";15.70;10.65;49.18;;29.92;7.52
"27.06.2020 00:00";"28.06.2020 00:00";11.12;8.77;41.95;;19.78;5.32
"28.06.2020 00:00";"29.06.2020 00:00";10.21;7.71;36.24;;13.33;3.75
"29.06.2020 00:00";"30.06.2020 00:00";5.93;3.87;29.63;;17.81;9.31
"30.06.2020 00:00";"01.07.2020 00:00";10.54;5.53;38.77;;24.09;12.01
"01.07.2020 00:00";"02.07.2020 00:00";10.97;6.14;39.45;;24.55;12.34
"02.07.2020 00:00";"03.07.2020 00:00";8.28;4.94;35.48;;19.04;8.65
"03.07.2020 00:00";"04.07.2020 00:00";9.17;5.64;33.04;;19.23;8.14
"04.07.2020 00:00";"05.07.2020 00:00";9.27;6.62;36.18;;16.05;5.77
"05.07.2020 00:00";"06.07.2020 00:00";7.74;5.22;34.19;;10.82;3.30
"06.07.2020 00:00";"07.07.2020 00:00";9.74;5.14;32.41;;18.89;10.81
"07.07.2020 00:00";"08.07.2020 00:00";15.77;7.01;43.05;;23.00;12.92
"08.07.2020 00:00";"09.07.2020 00:00";11.67;5.99;48.93;;24.80;9.37
"09.07.2020 00:00";"10.07.2020 00:00";11.78;5.57;41.58;;24.84;12.19
"10.07.2020 00:00";"11.07.2020 00:00";15.15;7.35;48.80;;34.10;15.72
"11.07.2020 00:00";"12.07.2020 00:00";7.66;5.98;31.10;;14.73;5.66
"12.07.2020 00:00";"13.07.2020 00:00";8.37;6.46;34.90;;10.93;3.15
"13.07.2020 00:00";"14.07.2020 00:00";10.49;6.56;44.95;;22.14;10.30
"14.07.2020 00:00";"15.07.2020 00:00";12.40;8.11;55.91;;26.84;10.13
"15.07.2020 00:00";"16.07.2020 00:00";15.90;9.55;48.83;;23.85;7.06
"16.07.2020 00:00";"17.07.2020 00:00";7.03;5.15;30.29;;21.86;10.08
"17.07.2020 00:00";"18.07.2020 00:00";6.40;4.05;30.12;;21.34;11.35
"18.07.2020 00:00";"19.07.2020 00:00";9.09;6.76;38.47;;14.57;4.54
"19.07.2020 00:00";"20.07.2020 00:00";8.96;7.03;39.75;;11.14;2.34
"20.07.2020 00:00";"21.07.2020 00:00";16.25;9.10;54.41;;29.23;13.67
"21.07.2020 00:00";"22.07.2020 00:00";16.42;10.10;54.44;;28.46;12.23
"22.07.2020 00:00";"23.07.2020 00:00";19.81;11.99;49.59;;27.35;9.41
"23.07.2020 00:00";"24.07.2020 00:00";15.83;10.48;50.52;;20.87;6.23
"24.07.2020 00:00";"25.07.2020 00:00";11.62;7.70;49.09;;23.35;6.32
"25.07.2020 00:00";"26.07.2020 00:00";9.84;6.30;41.82;;13.06;3.54
"26.07.2020 00:00";"27.07.2020 00:00";8.09;5.67;34.66;;10.07;2.71
"27.07.2020 00:00";"28.07.2020 00:00";9.96;5.48;36.76;;20.18;10.64
"28.07.2020 00:00";"29.07.2020 00:00";14.84;8.83;47.69;;23.97;7.78
"29.07.2020 00:00";"30.07.2020 00:00";13.70;8.05;37.19;;21.48;8.46
"30.07.2020 00:00";"31.07.2020 00:00";15.53;9.84;47.43;;26.97;8.57
"31.07.2020 00:00";"01.08.2020 00:00";18.86;12.61;;;;
"01.08.2020 00:00";"02.08.2020 00:00";20.23;15.41;51.47;;13.26;2.21
"02.08.2020 00:00";"03.08.2020 00:00";9.84;7.55;42.53;;9.77;1.92
"03.08.2020 00:00";"04.08.2020 00:00";6.85;5.10;34.47;;21.21;7.25
"04.08.2020 00:00";"05.08.2020 00:00";5.89;4.24;35.58;;21.40;8.28
"05.08.2020 00:00";"06.08.2020 00:00";12.47;6.32;33.41;;26.78;15.35
"06.08.2020 00:00";"07.08.2020 00:00";11.66;8.11;37.98;;30.56;14.71
"07.08.2020 00:00";"08.08.2020 00:00";14.90;10.61;43.25;;28.13;11.35
"08.08.2020 00:00";"09.08.2020 00:00";15.63;12.15;46.89;;22.44;4.14
"09.08.2020 00:00";"10.08.2020 00:00";15.57;12.35;48.91;;16.56;2.42
"10.08.2020 00:00";"11.08.2020 00:00";22.75;14.70;54.43;;36.02;12.96
"11.08.2020 00:00";"12.08.2020 00:00";21.06;11.83;57.51;;41.51;14.07
"12.08.2020 00:00";"13.08.2020 00:00";20.92;13.72;57.68;;41.33;12.48
"13.08.2020 00:00";"14.08.2020 00:00";18.03;9.83;43.27;;27.39;7.64
"14.08.2020 00:00";"15.08.2020 00:00";8.87;6.21;43.77;;21.55;5.16
"15.08.2020 00:00";"16.08.2020 00:00";8.35;6.30;39.26;;17.80;5.17
"16.08.2020 00:00";"17.08.2020 00:00";9.18;6.98;34.93;;15.01;2.35
"17.08.2020 00:00";"18.08.2020 00:00";7.79;5.22;45.15;;25.81;7.77
"18.08.2020 00:00";"19.08.2020 00:00";8.46;4.73;40.96;;24.16;8.19
"19.08.2020 00:00";"20.08.2020 00:00";10.94;5.13;42.58;;37.79;18.58
"20.08.2020 00:00";"21.08.2020 00:00";13.72;6.44;47.26;;40.86;14.36
"21.08.2020 00:00";"22.08.2020 00:00";14.49;8.68;51.66;;36.26;15.23
"22.08.2020 00:00";"23.08.2020 00:00";8.89;6.02;37.94;;17.84;4.84
"23.08.2020 00:00";"24.08.2020 00:00";7.03;4.78;38.37;;10.21;2.90
"24.08.2020 00:00";"25.08.2020 00:00";8.22;5.01;42.19;;23.54;9.38
"25.08.2020 00:00";"26.08.2020 00:00";10.78;5.66;44.15;;30.04;14.40
"26.08.2020 00:00";"27.08.2020 00:00";10.42;4.54;46.22;;23.00;8.43
"27.08.2020 00:00";"28.08.2020 00:00";14.84;6.91;45.56;;34.41;14.29
"28.08.2020 00:00";"29.08.2020 00:00";9.82;5.52;45.37;;34.84;14.79
"29.08.2020 00:00";"30.08.2020 00:00";5.43;4.09;31.02;;17.38;6.23
"30.08.2020 00:00";"31.08.2020 00:00";4.25;3.29;34.01;;12.19;3.30
"31.08.2020 00:00";"01.09.2020 00:00";7.37;4.11;33.58;;24.93;13.32
"01.09.2020 00:00";"02.09.2020 00:00";8.60;6.00;36.11;;26.76;11.22
"02.09.2020 00:00";"03.09.2020 00:00";11.15;7.84;34.18;;27.57;13.21
"03.09.2020 00:00";"04.09.2020 00:00";10.66;7.36;42.63;;36.17;15.61
"04.09.2020 00:00";"05.09.2020 00:00";13.70;8.92;44.66;;41.52;17.12
"05.09.2020 00:00";"06.09.2020 00:00";10.99;7.91;45.89;;30.16;8.14
"06.09.2020 00:00";"07.09.2020 00:00";10.42;9.31;28.85;;14.70;4.35
"07.09.2020 00:00";"08.09.2020 00:00";11.69;8.10;38.82;;36.28;22.92
"08.09.2020 00:00";"09.09.2020 00:00";12.38;8.71;33.04;;30.72;16.34
"09.09.2020 00:00";"10.09.2020 00:00";15.01;10.67;38.47;;38.99;19.30
"10.09.2020 00:00";"11.09.2020 00:00";15.92;10.12;50.00;;39.86;14.61
"11.09.2020 00:00";"12.09.2020 00:00";18.52;13.54;39.68;;32.02;11.81
"12.09.2020 00:00";"13.09.2020 00:00";15.26;12.74;38.80;;21.67;5.14
"13.09.2020 00:00";"14.09.2020 00:00";13.53;11.22;37.35;;20.18;4.27
"14.09.2020 00:00";"15.09.2020 00:00";17.85;12.18;40.01;;42.66;18.38
"15.09.2020 00:00";"16.09.2020 00:00";17.36;12.31;;;;
"16.09.2020 00:00";"17.09.2020 00:00";19.24;12.13;54.08;;45.38;15.95
"17.09.2020 00:00";"18.09.2020 00:00";27.41;18.33;55.28;;43.46;13.93
"18.09.2020 00:00";"19.09.2020 00:00";26.86;20.45;34.12;;22.77;9.27
"19.09.2020 00:00";"20.09.2020 00:00";21.74;18.32;27.06;;20.67;7.01
"20.09.2020 00:00";"21.09.2020 00:00";20.53;18.27;30.91;;16.53;2.95
"21.09.2020 00:00";"22.09.2020 00:00";19.56;14.38;42.75;;32.14;11.22
"22.09.2020 00:00";"23.09.2020 00:00";14.51;10.23;37.47;;29.58;11.17
"23.09.2020 00:00";"24.09.2020 00:00";10.29;5.72;37.06;;23.67;6.38
"24.09.2020 00:00";"25.09.2020 00:00";12.06;5.85;39.14;;33.39;12.78
"25.09.2020 00:00";"26.09.2020 00:00";6.04;3.64;40.68;;26.21;9.65
"26.09.2020 00:00";"27.09.2020 00:00";4.91;3.52;32.68;;14.48;8.66
"27.09.2020 00:00";"28.09.2020 00:00";4.58;3.40;31.68;;12.67;5.47
"28.09.2020 00:00";"29.09.2020 00:00";9.23;4.93;31.65;;27.57;15.19
"29.09.2020 00:00";"30.09.2020 00:00";6.70;4.45;32.60;;27.06;11.43
"30.09.2020 00:00";"01.10.2020 00:00";13.54;8.40;27.37;;30.54;16.75
"01.10.2020 00:00";"02.10.2020 00:00";16.15;11.38;30.08;;31.32;18.23
"02.10.2020 00:00";"03.10.2020 00:00";11.17;5.57;42.09;;28.36;17.17
"03.10.2020 00:00";"04.10.2020 00:00";5.79;4.27;37.08;;19.19;6.45
"04.10.2020 00:00";"05.10.2020 00:00";5.42;3.92;30.65;;15.89;4.82
"05.10.2020 00:00";"06.10.2020 00:00";7.13;3.79;31.93;;20.11;9.24
"06.10.2020 00:00";"07.10.2020 00:00";8.67;4.16;33.25;;25.90;12.74
"07.10.2020 00:00";"08.10.2020 00:00";6.92;3.90;34.79;;20.55;9.80
"08.10.2020 00:00";"09.10.2020 00:00";9.45;5.16;33.19;;31.20;17.79
"09.10.2020 00:00";"10.10.2020 00:00";11.61;6.86;27.65;;32.56;19.99
"10.10.2020 00:00";"11.10.2020 00:00";7.70;6.13;31.46;;17.16;4.63
"11.10.2020 00:00";"12.10.2020 00:00";6.09;4.86;31.63;;13.38;4.49
"12.10.2020 00:00";"13.10.2020 00:00";11.58;7.98;28.73;;24.69;10.50
"13.10.2020 00:00";"14.10.2020 00:00";11.69;6.60;32.61;;34.72;19.37
"14.10.2020 00:00";"15.10.2020 00:00";16.26;9.00;28.95;;30.15;19.90
"15.10.2020 00:00";"16.10.2020 00:00";19.67;8.47;27.97;;30.82;21.87
"16.10.2020 00:00";"17.10.2020 00:00";6.97;5.84;22.42;;25.34;12.38
"17.10.2020 00:00";"18.10.2020 00:00";9.93;8.82;27.65;;20.76;8.50
"18.10.2020 00:00";"19.10.2020 00:00";11.50;10.36;23.28;;20.29;6.71
"19.10.2020 00:00";"20.10.2020 00:00";17.03;13.15;26.82;;36.52;24.54
"20.10.2020 00:00";"21.10.2020 00:00";14.97;7.83;33.59;;42.91;22.83
"21.10.2020 00:00";"22.10.2020 00:00";20.60;10.49;33.25;;49.27;29.28
"23.10.2020 00:00";"24.10.2020 00:00";15.55;10.63;24.85;;28.93;15.04
"24.10.2020 00:00";"25.10.2020 00:00";6.62;4.93;29.16;;18.64;4.95
"25.10.2020 00:00";"26.10.2020 00:00";8.18;6.19;23.62;;25.08;9.49
"26.10.2020 00:00";"27.10.2020 00:00";5.37;3.76;35.10;;27.26;9.53
"27.10.2020 00:00";"28.10.2020 00:00";8.60;4.46;30.49;;26.27;10.23
"28.10.2020 00:00";"29.10.2020 00:00";6.52;4.08;30.64;;29.11;10.59
"29.10.2020 00:00";"30.10.2020 00:00";5.06;3.46;33.53;;21.81;8.32
"30.10.2020 00:00";"31.10.2020 00:00";8.51;4.81;30.01;;24.69;11.25
"31.10.2020 00:00";"01.11.2020 00:00";12.34;9.65;20.85;;32.74;26.95
"01.11.2020 00:00";"02.11.2020 00:00";8.38;6.22;25.59;;25.57;8.92
"02.11.2020 00:00";"03.11.2020 00:00";10.69;4.82;31.49;;25.00;11.00
"03.11.2020 00:00";"04.11.2020 00:00";8.87;5.27;32.23;;30.22;14.20
"04.11.2020 00:00";"05.11.2020 00:00";15.14;7.93;32.67;;32.43;21.99
"05.11.2020 00:00";"06.11.2020 00:00";21.87;15.18;21.93;;28.93;23.27
"06.11.2020 00:00";"07.11.2020 00:00";19.63;16.85;16.22;;23.47;16.42
"07.11.2020 00:00";"08.11.2020 00:00";15.90;14.97;15.04;;23.54;28.79
